Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SUCIO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.0881,0.0881,2.643,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SUCIO,AREA OCCIDENTAL,0.1128,0.1292,0.0967,0.0835,0.0686,0.0973,0.0985,0,0.6866,20.598,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",COHEMBI,SURORIENTE,0.5608,0.3865,0.5064,0.4827,0.0679,0.0109,0.58,0.5647,3.1599,94.797,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",CUMPLIDOR,PUT-7,0.0042,0.0037,0.0037,0.0038,0.0071,0.0019,0.0294,0.0128,0.0666,1.998,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,0.3716,0.3534,0.2299,0.38,0.1284,0.072,0.3502,0.3884,2.2739,68.217,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",QUILLACINGA,SURORIENTE,0.4054,0.2145,0.3683,0.3992,0.0861,0.009,0.3941,0.3887,2.2653,67.959,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",QUINDE,SURORIENTE,0,0,0.0064,0.0214,0.0032,0,0,0,0.031,0.93,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,MANSOYA,NORORIENTE,0,0,0,0,0,0,0,0.0017,0.0017,0.051,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,MANSOYA,NORORIENTE,0.0038,0.0048,0.0035,0.0035,0,0,0.004,0,0.0196,0.588,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,YURILLA,NORORIENTE,0,0,0,0,0,0,0,0.0303,0.0303,0.909,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,YURILLA,NORORIENTE,0.0678,0.0557,0.0485,0.046,0.0171,0.0293,0.0434,0,0.3078,9.234,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,ACAE SAN MIGUEL,AREA SUR,0,0,0,0,0,0,0,0.4199,0.4199,12.597,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,ACAE SAN MIGUEL,AREA SUR,0.4422,0.3955,0.4045,0.3977,0.131,0.2363,0.4601,0,2.4673,74.019,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,LORO,AREA SUR,0.0531,0.0495,0.0027,0.0013,0.0046,0.0224,0.0266,0,0.1602,4.806,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,HORMIGA,AREA SUR,0,0,0,0,0,0,0,0.007,0.007,0.21,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,HORMIGA,AREA SUR,0.0027,0.007,0.007,0.007,0.0002,0.0033,0.007,0,0.0342,1.026,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,LORO,AREA SUR,0,0,0,0,0,0,0,0.1509,0.1509,4.527,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,LORO,AREA SUR,0.1508,0.1416,0.0941,0.1258,0.0501,0.097,0.1532,0,0.8126,24.378,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,AGAPANTO,MARANTA,0.0149,0.0143,0.0144,0.0144,0.0035,0.0041,0.0146,0.0109,0.0911,2.733,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",COSTAYACO,CHAZA,1.0112,0.8819,1.0343,1.1534,0.7582,0.3896,1.1668,1.6206,8.016,240.48,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",JUANAMBU,GUAYUYACO,0.0449,0.0513,0.0494,0.0471,0.0451,0.0405,0.0455,0.0428,0.3666,10.998,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,MIRTO,MARANTA,0.0284,0.0232,0.0289,0.0375,0.0063,0.0101,0.044,0.032,0.2104,6.312,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",VONU,PUT 1,0.0729,0.2646,0.1617,0.1659,0.1015,0.069,0.1458,0.1503,1.1317,33.951,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,INFANTAS,LA CIRA INFANTAS,0.9631,1.02,1.015,1.089,1.0982,1.0564,0.9648,0.8166,8.0231,240.693,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LA CIRA,LA CIRA INFANTAS,5.5436,5.9284,5.5102,6.406,6.2152,6.6641,6.7078,7.1847,50.16,1504.8,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LLANITO UNIFICADO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.9845,2.1075,2.1457,1.9774,1.9,1.6033,1.7122,1.8522,15.2828,458.484,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,FLAMENCOS,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,0.0245,0.0791,0.0024,0,0,0,0,0.12,0.226,6.78,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,GARZAS,MAGDALENA MEDIO-YARIGUI-GARZAS,0.1063,0.108,0.1051,0.1137,0.1099,0.1145,0.1121,0.1034,0.873,26.19,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.349,1.4763,1.8335,1.8447,1.7492,1.6396,1.4792,1.3884,12.7599,382.797,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),ECOPETROL S.A.,BONANZA,PROVINCIA P NORTE,2.4055,2.451,2.1173,2.1034,2.0893,2.0624,1.9941,1.8424,17.0654,511.962,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BORANDA,BORANDA,0.0727,0.0687,0.0665,0.0723,0.0622,0.0588,0.0537,0.0576,0.5125,15.375,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),"GRAN TIERRA ENERGY COLOMBIA, LLC",COLÓN,LA PALOMA,0.0057,0.0057,0.0036,0.0049,0.005,0.0054,0.0046,0.0044,0.0393,1.179,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),"GRAN TIERRA ENERGY COLOMBIA, LLC",JUGLAR,LA PALOMA,0.0131,0.014,0.027,0.0246,0.0206,0.0206,0.02,0.0155,0.1554,4.662,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,AULLADOR,PLAYON,0.0621,0.0616,0.0651,0.0622,0.0576,0.0584,0.0552,0.0566,0.4788,14.364,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CORAZÓN,CARARE LAS MONAS,0.0575,0.0583,0.0603,0.0566,0.0525,0.2282,2.3291,2.7283,5.5708,167.124,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CORAZÓN WEST,CARARE LAS MONAS,1.0547,0.9181,0.6191,0.8723,0.9203,0.8858,0.8755,0.8497,6.9955,209.865,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,CRISTALINA,MAGDALENA MEDIO-CRISTALINA,0.0533,0.0485,0.0188,0,0.0276,0.0677,0.0969,0.0913,0.4041,12.123,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,PAYOA,CARARE LAS MONAS,7.9472,7.9832,7.7747,7.7076,7.4256,7.4662,7.5482,7.4905,61.3432,1840.296,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,PROVINCIA,PROVINCIA P SUR,8.2865,8.4754,7.9941,7.7769,7.1868,6.8805,6.8093,8.3183,61.7278,1851.834,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,SALINA,CARARE LAS MONAS,1.4209,1.4033,1.2627,1.2424,1.3076,1.2797,1.3682,1.3307,10.6155,318.465,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,LISAMA,LISAMA NUTRIA,1.8493,1.6591,1.0416,1.2933,1.5035,1.5552,1.5609,1.5399,12.0028,360.084,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,NUTRIA,LISAMA NUTRIA,2.872,2.5874,1.7542,2.1545,2.4936,2.3869,2.4168,2.4221,19.0875,572.625,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,TESORO,LISAMA NUTRIA,0.7273,0.6622,0.5321,0.6396,0.7531,0.7285,0.7515,0.7776,5.5719,167.157,,
SANTANDER,SIMACOTA,6.494231551,-73.45910992,POINT (-73.45910992 6.494231551),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,AGUAS BLANCAS,AGUAS BLANCAS,1.7544,2.033,1.9412,1.9259,1.817,1.7343,1.7416,1.8029,14.7503,442.509,,
SUCRE,CAIMITO,8.792311599,-75.13191063,POINT (-75.13191063 8.792311599),CNE OIL & GAS S A S,Pandereta,VIM 5,0,0,0,0,0,0,0,5.2357,5.2357,157.071,,
SUCRE,LA UNION,8.811997799,-75.28322212,POINT (-75.28322212 8.811997799),CNE OIL & GAS S A S,CLARINETE,VIM 5,53.4199,53.5462,52.4175,55.7095,60.9358,55.7931,61.5294,49.2261,442.5775,13277.325,,
SUCRE,LOS PALMITOS,9.422380117,-75.21302191,POINT (-75.21302191 9.422380117),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,0.4166,0.0091,0.0054,0.0027,0.0025,0.0031,0.0059,0.0029,0.4482,13.446,,
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,BONGA,SAMAN,5.451,6.0539,6.1948,6.1646,6.2325,6.592,6.8271,6.0987,49.6146,1488.438,,
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,MAMEY,SAMAN,26.5216,29.1721,29.2356,29.2946,27.5107,27.6524,27.3839,25.6291,222.4,6672,,
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),CANACOL ENERGY COLOMBIA SAS,CAÑANDONGA,ESPERANZA,0,0,0,0,0.1541,0,0,0,0.1541,4.623,,
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),CANACOL ENERGY COLOMBIA SAS,NISPERO,ESPERANZA,5.1832,4.0863,2.4468,0,0,0.0026,0.0046,0,11.7235,351.705,,
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,5.1305,5.4248,5.1452,5.2391,5.283,5.2514,6.1873,5.1295,42.7908,1283.724,,
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE D,LA CRECIENTE,0.1893,0.3446,0.4006,0.3779,0.5086,0.5684,0.256,0.1475,2.7929,83.787,,
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE I,LA CRECIENTE,0.0016,0,0,0,0,0,0,0,0.0016,0.048,,
SUCRE,SINCE,9.316673928,-75.43174967,POINT (-75.43174967 9.316673928),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,0.0902,0,0,0,0,0,0,0,0.0902,2.706,,
TOLIMA,ALVARADO,4.582625784,-74.98630686,POINT (-74.98630686 4.582625784),HOCOL S.A.,TOTARE,ARMERO,0,0.0002,0,0.0619,0.0385,0.0327,0.0308,0.0323,0.1964,5.892,,
TOLIMA,CHAPARRAL,3.743693084,-75.58986634,POINT (-75.58986634 3.743693084),HOCOL S.A.,OLINI,TOLIMA,0.0221,0.0248,0.0227,0.0237,0.0054,0.011,0.0221,0.02,0.1518,4.554,,
TOLIMA,CHAPARRAL,3.743693084,-75.58986634,POINT (-75.58986634 3.743693084),HOCOL S.A.,RÍO SALDAÑA,TOLIMA,0.5523,0.4125,0.4229,0.433,0.3379,0.4056,0.4047,0.4307,3.3996,101.988,,
TOLIMA,ESPINAL,4.166476969,-74.89352941,POINT (-74.89352941 4.166476969),Frontera Energy Colombia Corp Sucursal Colombia,ABANICO,ABANICO,0.0948,0.1029,0.0716,0.0767,0.0733,0.0654,0.0699,0.0661,0.6207,18.621,,
TOLIMA,MELGAR,4.193215498,-74.60517497,POINT (-74.60517497 4.193215498),PERENCO OIL AND GAS COLOMBIA LIMITED.,EL NIÑO,BOQUERÓN,0.175,0,0,0,0,0,0,0,0.175,5.25,,
TOLIMA,MELGAR,4.193215498,-74.60517497,POINT (-74.60517497 4.193215498),PERENCO OIL AND GAS COLOMBIA LIMITED.,GUANDO,BOQUERÓN,0.9659,0.9907,0.9405,0.8939,0.9389,0.909,0.9157,0.9095,7.4641,223.923,,
TOLIMA,MELGAR,4.193215498,-74.60517497,POINT (-74.60517497 4.193215498),PERENCO OIL AND GAS COLOMBIA LIMITED.,GUANDO SW,BOQUERÓN,0.9289,0.838,0.8297,0.8551,0.8989,0.8623,0.8456,0.8146,6.8731,206.193,,
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,ORTEGA,ORTEGA,0.0324,0.0323,0.0313,0.0324,0.0318,0.0333,0.0211,0,0.2146,6.438,,
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,PACANDE,ORTEGA,0.2088,0.2106,0.2079,0.2244,0.1678,0.2179,0.1341,0,1.3715,41.145,,
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,TOLDADO,TOLDADO,0.1554,0.1565,0.1072,0.1333,0.1414,0.141,0.1351,0,0.9699,29.097,,
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,TOY,TOY,0,0,0,0,0.0054,0.0067,0.0076,0,0.0197,0.591,,
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,AMBROSÍA,AMBROSÍA,0.0149,0.0148,0.0146,0.0147,0.0145,0.0148,0.0148,0.0148,0.1179,3.537,,
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANÁ,MANÁ,1.5444,1.47,1.4553,1.3879,1.3861,1.3544,1.3349,1.3123,11.2453,337.359,,
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RÍO OPIA,RÍO OPIA,0.0429,0.046,0.0448,0.0354,0.0357,0.039,0.0444,0.0446,0.3328,9.984,,
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),HOCOL S.A.,TOQUI TOQUI,PULI,0.9865,0.9656,0.9412,0.974,0.9157,0.9003,0.9376,0.8866,7.5075,225.225,,
TOLIMA,PRADO,3.729166649,-74.87247706,POINT (-74.87247706 3.729166649),HOCOL S.A.,MATACHÍN SUR,ESPINAL,0.2488,0.2376,0.2313,0.2179,0.2182,0.1976,0.1676,0.1497,1.6687,50.061,,
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,CHENCHE,CHENCHE,0.0105,0.0105,0.0094,0.0105,0.0106,0.0107,0.0103,0.0014,0.0739,2.217,,
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,MATACHÍN NORTE,ESPINAL,1.5902,1.2685,1.3117,1.5296,1.5192,1.5599,1.5511,1.6327,11.9629,358.887,,
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,MATACHÍN SUR,ESPINAL,0.2955,0.3022,0.2899,0.2592,0.2293,0.1775,0.0937,0.0776,1.7249,51.747,,
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,PURIFICACIÓN,ESPINAL,0,0,0,0,0,0,0,0.0046,0.0046,0.138,,
TOLIMA,SAN LUIS,4.057271684,-75.16320806,POINT (-75.16320806 4.057271684),HOCOL S.A.,PACANDE,ORTEGA,0.0387,0.0375,0.0364,0.0375,0.0316,0.0116,0.0276,0,0.2209,6.627,,
,,,,,,,,,,,,,,,,14858.54,445756.098,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,ANH,1100000,MSCF/D,,
,,,,,,,,,,,,,,,," $401,500,000.00 ",MSCF,,
